p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_type	gene
1.06345885238222e-188	1.25213279367253	0.524	0.275	1.98207460906999e-184	Müller glia	Egr1
0	1.25058318918348	0.759	0.329	0	Müller glia	Epb41l2
0	1.2492379124637	0.774	0.566	0	Müller glia	Rtn3
0	1.24531023953092	0.494	0.04	0	Müller glia	Gpx8
0	1.24511480689083	0.416	0.007	0	Müller glia	Chrdl1
0	1.23731425846806	0.45	0.04	0	Müller glia	Sema5a
0	1.23629422393435	0.46	0.04	0	Müller glia	Tnfaip8
0	1.23625610788373	0.508	0.064	0	Müller glia	Acaa2
0	1.23459229857233	0.442	0.033	0	Müller glia	Nlgn1
0	1.22812921894718	0.808	0.597	0	Müller glia	Cd81
0	1.22564134600086	0.466	0.05	0	Müller glia	Ass1
0	1.21987546463156	0.598	0.136	0	Müller glia	Timp2
0	1.2171982369191	0.555	0.125	0	Müller glia	Mgll
0	1.21007714684617	0.436	0.028	0	Müller glia	Tmem47
0	1.20579532198654	0.461	0.04	0	Müller glia	Hmx1
0	1.20110647607552	0.477	0.062	0	Müller glia	Gbe1
0	1.19532101140058	0.472	0.094	0	Müller glia	Nin
0	1.19438179351537	0.895	0.847	0	Müller glia	Itm2b
0	1.19362078450643	0.397	0.004	0	Müller glia	Qrfpr
0	1.19056431286147	0.407	0.015	0	Müller glia	Sorcs1
0	1.18296043426748	0.392	0.011	0	Müller glia	Sox8
0	1.18057539411876	0.425	0.042	0	Müller glia	Cox6b2
0	1.17652583043555	0.336	0.009	0	Müller glia	Scn7a
0	1.17554516186502	0.377	0.016	0	Müller glia	Mdk
4.63838156512447e-304	1.16627557682032	0.489	0.118	8.64501556107899e-300	Müller glia	Lrp1
0	1.1648947921221	0.322	0.017	0	Müller glia	Necab2
0	1.16471087985726	0.397	0.009	0	Müller glia	Scara3
0	1.16368383196224	0.395	0.031	0	Müller glia	Adam23
0	1.1587367122095	0.685	0.228	0	Müller glia	Six3
0	1.15696504367674	0.462	0.076	0	Müller glia	Creb3l2
0	1.15659597248623	0.422	0.03	0	Müller glia	Vat1l
0	1.15640221442023	0.532	0.079	0	Müller glia	Cotl1
0	1.15503148206922	0.36	0.005	0	Müller glia	Folh1
0	1.15430680796266	0.541	0.075	0	Müller glia	Nbl1
0	1.15401112173767	0.358	0.006	0	Müller glia	Rmst
0	1.15099546269792	0.378	0.005	0	Müller glia	Greb1
3.5832240706275e-315	1.1508158008826	0.733	0.363	6.67841302283554e-311	Müller glia	Laptm4a
0	1.15054440638483	0.592	0.114	0	Müller glia	Clic1
0	1.14668843061839	0.5	0.093	0	Müller glia	Phlpp1
0	1.14570008533122	0.456	0.078	0	Müller glia	Gstm1
0	1.13932570008927	0.444	0.048	0	Müller glia	Adamtsl1
0	1.13603730437857	0.498	0.092	0	Müller glia	Sulf1
0	1.13041016278816	0.378	0.026	0	Müller glia	Mir100hg
0	1.13018965900569	0.407	0.009	0	Müller glia	Gldc
0	1.1301454495239	0.378	0.013	0	Müller glia	D630033O11Rik
0	1.12960010604656	0.406	0.02	0	Müller glia	Psat1
0	1.12908088738577	0.355	0.005	0	Müller glia	F3
0	1.12816625121959	0.387	0.03	0	Müller glia	Hey2
0	1.12611785756479	0.547	0.106	0	Müller glia	Rhoc
0	1.1248657243462	0.434	0.042	0	Müller glia	Snhg18
4.45449232711161e-150	1.12220541971646	0.528	0.281	8.30228279927062e-146	Müller glia	Junb
6.25699515039921e-120	1.12007758388001	0.445	0.218	1.1661787561314e-115	Müller glia	Dusp1
0	1.11679859030014	0.526	0.126	0	Müller glia	Dach1
0	1.11669007143526	0.305	0.006	0	Müller glia	BC055402
2.06048967631528e-102	1.11592612255761	0.435	0.214	3.84034065871641e-98	Müller glia	Mt2
0	1.11531885595949	0.37	0.009	0	Müller glia	AW047730
0	1.11217873961838	0.479	0.071	0	Müller glia	Mmd2
0	1.11140740261341	0.579	0.157	0	Müller glia	Lsamp
0	1.1102632940429	0.417	0.047	0	Müller glia	Cdc14a
2.67235712544645e-291	1.10602571264949	0.585	0.209	4.9807392104071e-287	Müller glia	Mapre1
0	1.10483734337506	0.457	0.068	0	Müller glia	Slc27a1
0	1.10314882692444	0.587	0.127	0	Müller glia	Anxa5
0	1.10308191765755	0.436	0.054	0	Müller glia	Cyp2d22
0	1.1019091938498	0.419	0.041	0	Müller glia	Slc7a8
0	1.09895713850607	0.395	0.021	0	Müller glia	Mgst1
8.89318162514244e-322	1.09620212876922	0.483	0.106	1.65751119129405e-317	Müller glia	C130071C03Rik
3.69959171408955e-254	1.08880171322705	0.523	0.171	6.89529903672011e-250	Müller glia	Trim9
0	1.08850987278034	0.461	0.088	0	Müller glia	Rida
1.03870994134675e-299	1.08514939107537	0.565	0.176	1.93594758868207e-295	Müller glia	Ddah1
0	1.08131570880444	0.468	0.085	0	Müller glia	Sash1
0	1.07580930239655	0.4	0.037	0	Müller glia	Tcf7l2
2.4405263582554e-309	1.07241530283417	0.478	0.11	4.54865302651641e-305	Müller glia	Neo1
0	1.06995951197751	0.324	0.009	0	Müller glia	2900052N01Rik
0	1.06794839787548	0.465	0.078	0	Müller glia	Psph
2.90772773836169e-299	1.06650038210557	0.508	0.135	5.41942295875851e-295	Müller glia	Acyp2
0	1.06277853669342	0.433	0.06	0	Müller glia	Dtna
0	1.06181646852707	0.411	0.064	0	Müller glia	Ccnd1
0	1.05963622828271	0.425	0.042	0	Müller glia	Abat
0	1.05397724668127	0.413	0.045	0	Müller glia	Rcn1
0	1.05129593912638	0.427	0.051	0	Müller glia	Cdon
0	1.04776631692015	0.403	0.028	0	Müller glia	1810010H24Rik
9.7113545733874e-300	1.04230183421875	0.526	0.145	1.81000226538794e-295	Müller glia	Nrcam
0	1.03783063905868	0.505	0.076	0	Müller glia	S1pr1
0	1.0378008364508	0.397	0.028	0	Müller glia	Prelp
0	1.03475505269466	0.332	0.011	0	Müller glia	Gm3764
0	1.03380146961418	0.407	0.049	0	Müller glia	Celsr2
2.46271765637967e-251	1.03274533983278	0.619	0.248	4.59001316796043e-247	Müller glia	Sorbs2
0	1.0321235333491	0.389	0.009	0	Müller glia	Efhd1
0	1.03141969397027	0.366	0.007	0	Müller glia	Ephb1
2.27344408986378e-304	1.03137039216153	0.321	0.03	4.23724509468812e-300	Müller glia	Notch2
0	1.03043757757907	0.439	0.065	0	Müller glia	Lrrc42
0	1.02328647627282	0.439	0.067	0	Müller glia	Ctso
0	1.02311794206317	0.439	0.062	0	Müller glia	Acadl
0	1.02219170074226	0.334	0.007	0	Müller glia	Unc5c
1.27428541105581e-267	1.02156576068112	0.505	0.154	2.37501314912581e-263	Müller glia	Evi5
0	1.02126442989083	0.312	0.013	0	Müller glia	Col18a1
9.38606483756898e-278	1.01958664341377	0.501	0.141	1.74937476442611e-273	Müller glia	Sipa1l1
1.43295917980371e-290	1.01312951251831	0.513	0.141	2.67074931931816e-286	Müller glia	Eno1b
0	1.00728762471159	0.383	0.034	0	Müller glia	Fgfr1
0	1.00601072103384	0.38	0.046	0	Müller glia	Nkd1
8.5221545913805e-231	1.00326782343401	0.63	0.288	1.5883591727415e-226	Müller glia	Camk2n1
0	0.999139171723913	0.34	0.011	0	Müller glia	Igf2
0	0.998549675100233	0.709	0.272	0	Müller glia	Mfge8
0	0.996275533363792	0.357	0.032	0	Müller glia	Nav2
0	0.994758625560317	0.378	0.04	0	Müller glia	Olfm2
0	0.991730337729849	0.417	0.061	0	Müller glia	Ttyh3
0	0.990384605662154	0.382	0.048	0	Müller glia	Slc9a3r1
1.47023472212086e-241	0.9853371900485	0.724	0.438	2.74022347508885e-237	Müller glia	Mxra7
1.6594254368341e-191	0.984356119262568	0.529	0.223	3.09283712917139e-187	Müller glia	Far1
1.7842224868477e-271	0.98377651605569	0.55	0.18	3.32543387098674e-267	Müller glia	Cyb5a
1.89889091333377e-302	0.982811434774279	0.52	0.139	3.53915288427147e-298	Müller glia	Tox2
0	0.982582812268008	0.333	0.005	0	Müller glia	St8sia2
0	0.980341520242331	0.341	0.013	0	Müller glia	Cers6
0	0.977820776788094	0.42	0.056	0	Müller glia	Pmp22
1.17099290500826e-306	0.977231213037478	0.475	0.107	2.18249657635439e-302	Müller glia	Tspan15
8.79061328808841e-262	0.971343922334349	0.529	0.167	1.63839450463392e-257	Müller glia	Cntn1
6.19964279266886e-196	0.970632334247105	0.596	0.289	1.15548942369762e-191	Müller glia	Arf4
0	0.96796888532454	0.296	0.006	0	Müller glia	Tff2
1.94368660308875e-303	0.96746974904604	0.444	0.091	3.62264309083681e-299	Müller glia	Taf13
8.66971165233018e-264	0.963195931837946	0.652	0.272	1.6158608577613e-259	Müller glia	Stmn1
7.10034903148123e-191	0.960070798061436	0.711	0.524	1.32336305248747e-186	Müller glia	Jund
0	0.959882530564194	0.349	0.02	0	Müller glia	Cacng4
0	0.959002403409321	0.309	0.005	0	Müller glia	Rhou
3.31689932932611e-233	0.955202808684811	0.627	0.269	6.182036969998e-229	Müller glia	Qk
0	0.952766666937847	0.281	0.004	0	Müller glia	Dio2
0	0.949062727850723	0.549	0.126	0	Müller glia	Aldh2
6.51256724372005e-230	0.946812416639724	0.544	0.201	1.21381228288454e-225	Müller glia	Sh3bgrl
0	0.946315881800829	0.347	0.018	0	Müller glia	Chadl
2.81112792681291e-268	0.945159673695357	0.476	0.126	5.23938022999391e-264	Müller glia	Gm1673
6.69338383614156e-303	0.944895253837987	0.426	0.081	1.24751287938006e-298	Müller glia	Pdlim5
5.07983460356904e-195	0.940264207412793	0.594	0.269	9.46779573413197e-191	Müller glia	Pak3
4.40078927551759e-196	0.932019346553727	0.629	0.328	8.20219105170969e-192	Müller glia	Maged1
0	0.93024920474739	0.617	0.189	0	Müller glia	Nfib
0	0.92895796419208	0.378	0.045	0	Müller glia	S1pr3
0	0.922204052970513	0.382	0.038	0	Müller glia	Tmem176a
3.45845952088873e-323	0.92197428280678	0.367	0.044	6.44587685503241e-319	Müller glia	Plce1
3.03697721986692e-175	0.92161911455373	0.518	0.227	5.66031814238796e-171	Müller glia	Irf2bp2
2.52040781001312e-316	0.9161090104751	0.379	0.053	4.69753607630246e-312	Müller glia	Isoc1
0	0.915797889841086	0.331	0.02	0	Müller glia	Begain
6.54118466452952e-314	0.915424895300045	0.35	0.039	1.21914599777501e-309	Müller glia	Tulp3
0	0.913737816717153	0.371	0.039	0	Müller glia	Pygb
6.59061898924987e-307	0.911735468413827	0.365	0.048	1.22835956721639e-302	Müller glia	B4galt6
0	0.911243634624586	0.326	0.013	0	Müller glia	Slc7a2
0	0.905322150898221	0.436	0.075	0	Müller glia	Bcat1
1.13619049823145e-240	0.90488833468824	0.482	0.145	2.11763185060378e-236	Müller glia	Rnd2
0	0.903905817341611	0.553	0.131	0	Müller glia	Id3
0	0.903895461007106	0.867	0.76	0	Müller glia	Ftl1
0	0.90085653584198	0.456	0.092	0	Müller glia	Adamts5
9.16418362665698e-215	0.900788338460089	0.476	0.16	1.70802054433633e-210	Müller glia	Gclm
6.20551754595502e-267	0.899985123612442	0.416	0.09	1.1565843602151e-262	Müller glia	Mboat2
0	0.899696548180488	0.467	0.096	0	Müller glia	Notch1
2.15847693822047e-266	0.897865182911779	0.485	0.133	4.02296931745532e-262	Müller glia	Phactr1
9.35538497748338e-318	0.893593733370555	0.353	0.04	1.74365665210335e-313	Müller glia	Grid2
1.17269361334175e-252	0.891746646274343	0.297	0.035	2.18566635654635e-248	Müller glia	4930578M01Rik
1.70623757570354e-316	0.891067244254383	0.326	0.028	3.18008559359626e-312	Müller glia	Fads2
7.51118795741155e-196	0.887860321622933	0.528	0.209	1.39993521150236e-191	Müller glia	Shisa4
2.60169142766304e-292	0.886210369127235	0.397	0.069	4.84903248287838e-288	Müller glia	Apip
4.83844896869999e-51	0.884642907450764	0.71	0.561	9.01790118786303e-47	Müller glia	Psap
1.0722959829581e-234	0.884026312142038	0.444	0.123	1.99854525303731e-230	Müller glia	Srgap3
0	0.881087921579966	0.32	0.02	0	Müller glia	Pawr
2.50324100603295e-219	0.878053870248876	0.57	0.229	4.66554058704422e-215	Müller glia	Snx10
0	0.87728708012401	0.294	0.009	0	Müller glia	Pcolce2
1.42168503530327e-177	0.877250189308605	0.565	0.268	2.64973656879823e-173	Müller glia	Cdkn1b
1.17307285886666e-279	0.871493894069794	0.393	0.072	2.18637319435569e-275	Müller glia	Nectin3
0	0.870317679872695	0.313	0.019	0	Müller glia	Flrt2
7.28003058244504e-263	0.868464408580885	0.549	0.181	1.35685209995611e-258	Müller glia	Atp6v0e
1.33661354258467e-183	0.867238006542151	0.632	0.316	2.4911803206693e-179	Müller glia	Ncald
3.01855541074292e-172	0.864593462760446	0.627	0.333	5.62598357454266e-168	Müller glia	Sesn3
0	0.86333457265107	0.524	0.097	0	Müller glia	Ctsh
0	0.860801968656703	0.303	0.005	0	Müller glia	Nr2e1
0	0.86060274756258	0.349	0.033	0	Müller glia	Ctsc
0	0.855359665357993	0.335	0.025	0	Müller glia	Plscr1
0	0.85486166576336	0.309	0.021	0	Müller glia	S100a4
4.0863128055658e-279	0.854313892612379	0.303	0.03	7.61606980701354e-275	Müller glia	Pdlim3
0	0.85221046260028	0.307	0.012	0	Müller glia	Car5b
2.5279321427064e-219	0.84877813411039	0.481	0.158	4.71155992757618e-215	Müller glia	Aamdc
9.73747507944333e-199	0.847175343970095	0.547	0.225	1.81487060530665e-194	Müller glia	Ptpra
6.17439012560618e-206	0.844184191756715	0.533	0.207	1.15078283161048e-201	Müller glia	B230118H07Rik
1.09760945887245e-279	0.836855488956146	0.351	0.051	2.04572450944648e-275	Müller glia	Arvcf
4.69452615944079e-207	0.830255021044308	0.478	0.163	8.74965785596575e-203	Müller glia	Lrrc58
2.30770418099891e-225	0.828996744057662	0.48	0.153	4.30109905254576e-221	Müller glia	Sdcbp
0	0.826780759322731	0.714	0.127	0	Müller glia	Flt1
1.81710779457738e-146	0.826658061483948	0.335	0.103	3.38672550753332e-142	Müller glia	Ifi27
1.27963002272883e-321	0.824764027850705	0.329	0.029	2.38497443636199e-317	Müller glia	Tafa5
0	0.82418208447648	0.956	0.957	0	Müller glia	Fth1
0	0.823875546432965	0.294	0.011	0	Müller glia	Deptor
2.4953794400681e-308	0.819961324561891	0.374	0.052	4.65088820039893e-304	Müller glia	Cd302
1.09151763237949e-176	0.817644448804308	0.366	0.104	2.03437056322889e-172	Müller glia	Spry2
3.56270759233145e-253	0.816448044438494	0.377	0.074	6.64017441058735e-249	Müller glia	Fhl1
3.00210668597147e-291	0.813588985225667	0.327	0.036	5.59532644131363e-287	Müller glia	Tmem14a
9.87462170018442e-87	0.813583582074146	0.465	0.261	1.84043199248037e-82	Müller glia	Vegfa
3.30029774671134e-304	0.81312149693398	0.291	0.019	6.1510949403206e-300	Müller glia	Sntb1
2.71868319460066e-159	0.813091715965133	0.298	0.074	5.06708173809671e-155	Müller glia	Dusp6
8.16884697073496e-183	0.809959319009067	0.661	0.343	1.52250969840558e-178	Müller glia	Tgfb2
1.7881385095047e-249	0.808688355714368	0.486	0.143	3.33273255401486e-245	Müller glia	Dhrs7
8.17923355436444e-263	0.80712056755728	0.431	0.103	1.52444554986244e-258	Müller glia	Pla2g5
1.48718909144758e-196	0.804400552701622	0.74	0.547	2.77182302863999e-192	Müller glia	Tuba1b
2.90325100744687e-181	0.804108245668073	0.427	0.142	5.41107922767947e-177	Müller glia	Magi3
4.81393675796238e-272	0.803701764090792	0.327	0.042	8.97221532949029e-268	Müller glia	Tril
1.46903662590993e-130	0.803571757474787	0.344	0.121	2.73799046337094e-126	Müller glia	Zfp36
5.59780372182694e-211	0.803434173916146	0.544	0.211	1.04331865767411e-206	Müller glia	Prxl2a
0	0.802366367870328	0.281	0.008	0	Müller glia	Cyp2j6
7.32202760823776e-221	0.795814566803287	0.634	0.284	1.36467950562335e-216	Müller glia	Sept4
3.69122278514422e-231	0.795809123530658	0.322	0.054	6.8797010269518e-227	Müller glia	Atf5
2.81472296974897e-261	0.794378044705397	0.34	0.051	5.24608067101812e-257	Müller glia	5031439G07Rik
1.15907800514356e-320	0.79386917969608	0.276	0.012	2.16028958598658e-316	Müller glia	Chil1
6.05646103569478e-215	0.787193890568781	0.332	0.067	1.12880320783279e-210	Müller glia	Cdk17
