source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Cones	Bipolar cells	Btc	Egfr	8.27629415885758e-06	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Cones	Btc	Egfr	1.67533646440116e-05	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Microglia	Btc	Egfr	3.98354127159342e-05	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Müller glia	Btc	Egfr	7.72485430415214e-05	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Pericytes	Btc	Egfr	0.000382941382664054	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Retinal ganglion cells	Btc	Egfr	0.000837135432062893	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Rods cell	Btc	Egfr	4.14218975420324e-07	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Cones	Vascular endothelial cells	Btc	Egfr	3.36972959131765e-05	0	BTC_EGFR	Btc  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Bipolar cells	Hbegf	Egfr	4.04657021125048e-06	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Cones	Hbegf	Egfr	8.1913424914467e-06	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Microglia	Hbegf	Egfr	1.94772432350604e-05	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Müller glia	Hbegf	Egfr	3.77708508482902e-05	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Pericytes	Hbegf	Egfr	0.000187269318337176	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Retinal ganglion cells	Hbegf	Egfr	0.000409478302317501	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Rods cell	Hbegf	Egfr	2.02525357337638e-07	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Vascular endothelial cells	Vascular endothelial cells	Hbegf	Egfr	1.64760027618678e-05	0	HBEGF_EGFR	Hbegf  - Egfr	EGF	Secreted Signaling	KEGG: mmu04012
Bipolar cells	Müller glia	Fgf9	Fgfr1	0.00339162008376294	0	FGF9_FGFR1	Fgf9  - Fgfr1	FGF	Secreted Signaling	PMC: 4393358
Müller glia	Müller glia	Fgf9	Fgfr1	0.00312926151254463	0	FGF9_FGFR1	Fgf9  - Fgfr1	FGF	Secreted Signaling	PMC: 4393358
Retinal ganglion cells	Müller glia	Fgf9	Fgfr1	0.00362901989916596	0	FGF9_FGFR1	Fgf9  - Fgfr1	FGF	Secreted Signaling	PMC: 4393358
Bipolar cells	Cones	Fgf9	Fgfr2	2.10088290315226e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Müller glia	Cones	Fgf9	Fgfr2	1.93785940205034e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Retinal ganglion cells	Cones	Fgf9	Fgfr2	2.24847155951273e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Bipolar cells	Müller glia	Fgf9	Fgfr2	2.09583271011178e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Müller glia	Müller glia	Fgf9	Fgfr2	1.93320109118371e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Retinal ganglion cells	Müller glia	Fgf9	Fgfr2	2.24306658728288e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Bipolar cells	Pericytes	Fgf9	Fgfr2	5.41719710368073e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Müller glia	Pericytes	Fgf9	Fgfr2	4.99683681839551e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Retinal ganglion cells	Pericytes	Fgf9	Fgfr2	5.79775805872098e-06	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Bipolar cells	Vascular endothelial cells	Fgf9	Fgfr2	4.42951256963782e-05	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Müller glia	Vascular endothelial cells	Fgf9	Fgfr2	4.08580633960947e-05	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Retinal ganglion cells	Vascular endothelial cells	Fgf9	Fgfr2	4.74067521720887e-05	0	FGF9_FGFR2	Fgf9  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358
Pericytes	Bipolar cells	Pdgfa	Pdgfrb	1.04744718917077e-05	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Cones	Pdgfa	Pdgfrb	2.12067486057326e-05	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Microglia	Pdgfa	Pdgfrb	3.03772258383764e-05	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Müller glia	Pdgfa	Pdgfrb	0.000699778542725844	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Pericytes	Pdgfa	Pdgfrb	0.00850157530696361	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Retinal ganglion cells	Pdgfa	Pdgfrb	5.22258394064701e-05	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Rods cell	Pdgfa	Pdgfrb	5.24410368704479e-07	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Pericytes	Vascular endothelial cells	Pdgfa	Pdgfrb	2.50344553354987e-05	0	PDGFA_PDGFRB	Pdgfa  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Bipolar cells	Pdgfb	Pdgfrb	3.02996028772034e-05	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Cones	Pdgfb	Pdgfrb	6.13428513760634e-05	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Microglia	Pdgfb	Pdgfrb	8.78612405968434e-05	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Müller glia	Pdgfb	Pdgfrb	0.00201593115812196	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Pericytes	Pdgfb	Pdgfrb	0.0234903316752374	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Retinal ganglion cells	Pdgfb	Pdgfrb	0.000151053973007753	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Rods cell	Pdgfb	Pdgfrb	1.5170151316638e-06	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Vascular endothelial cells	Vascular endothelial cells	Pdgfb	Pdgfrb	7.24099418635529e-05	0	PDGFB_PDGFRB	Pdgfb  - Pdgfrb	PDGF	Secreted Signaling	PMID: 15207812
Bipolar cells	Müller glia	Vegfa	Flt1	0.0276579117573769	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Cones	Müller glia	Vegfa	Flt1	0.0214660848266951	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Müller glia	Müller glia	Vegfa	Flt1	0.0287596438273316	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Retinal ganglion cells	Müller glia	Vegfa	Flt1	0.0214259956661819	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Bipolar cells	Vascular endothelial cells	Vegfa	Flt1	0.0559035087782361	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Cones	Vascular endothelial cells	Vegfa	Flt1	0.0436723010643795	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Müller glia	Vascular endothelial cells	Vegfa	Flt1	0.0580631953049031	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Retinal ganglion cells	Vascular endothelial cells	Vegfa	Flt1	0.0435925880092354	0	VEGFA_VEGFR1	Vegfa  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Bipolar cells	Müller glia	Vegfa	Kdr	0.0255704662600438	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Cones	Müller glia	Vegfa	Kdr	0.0198364259000893	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Müller glia	Müller glia	Vegfa	Kdr	0.0265913205228996	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Retinal ganglion cells	Müller glia	Vegfa	Kdr	0.0197993186415162	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Bipolar cells	Vascular endothelial cells	Vegfa	Kdr	0.019302190357015	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Cones	Vascular endothelial cells	Vegfa	Kdr	0.0149522086016339	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Müller glia	Vascular endothelial cells	Vegfa	Kdr	0.0200779514758248	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Retinal ganglion cells	Vascular endothelial cells	Vegfa	Kdr	0.014924098948398	0	VEGFA_VEGFR2	Vegfa  - Vegfr2	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Bipolar cells	Müller glia	Vegfb	Flt1	0.0225474085847275	0	VEGFB_VEGFR1	Vegfb  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Müller glia	Müller glia	Vegfb	Flt1	0.0171556707551656	0	VEGFB_VEGFR1	Vegfb  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Retinal ganglion cells	Müller glia	Vegfb	Flt1	0.0237260135831551	0	VEGFB_VEGFR1	Vegfb  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Bipolar cells	Vascular endothelial cells	Vegfb	Flt1	0.0458198528890987	0	VEGFB_VEGFR1	Vegfb  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Müller glia	Vascular endothelial cells	Vegfb	Flt1	0.0350626288753321	0	VEGFB_VEGFR1	Vegfb  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Retinal ganglion cells	Vascular endothelial cells	Vegfb	Flt1	0.0481550300592502	0	VEGFB_VEGFR1	Vegfb  - Vegfr1	VEGF	Secreted Signaling	KEGG: mmu04370; PMID: 16633338
Bipolar cells	Müller glia	Vegfa	FLT1_KDR	0.0248605759694327	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Cones	Müller glia	Vegfa	FLT1_KDR	0.0192825745861644	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Müller glia	Müller glia	Vegfa	FLT1_KDR	0.0258538411097006	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Retinal ganglion cells	Müller glia	Vegfa	FLT1_KDR	0.0192464830522495	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Bipolar cells	Vascular endothelial cells	Vegfa	FLT1_KDR	0.0304563646293005	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Cones	Vascular endothelial cells	Vegfa	FLT1_KDR	0.0236532831406929	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Müller glia	Vascular endothelial cells	Vegfa	FLT1_KDR	0.0316659406152075	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Retinal ganglion cells	Vascular endothelial cells	Vegfa	FLT1_KDR	0.0236092078127988	0	VEGFA_VEGFR1R2	Vegfa  - Vegfr1r2	VEGF	Secreted Signaling	PMID: 16633338
Bipolar cells	Bipolar cells	Igf1	Igf1r	0.00363894915368834	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Bipolar cells	Igf1	Igf1r	0.0113554089112531	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Cones	Igf1	Igf1r	0.00836998002476646	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Cones	Igf1	Igf1r	0.0258583149916094	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Microglia	Igf1	Igf1r	0.000287492819103365	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Microglia	Igf1	Igf1r	0.000903571700079077	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Müller glia	Igf1	Igf1r	0.00704220645826697	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Müller glia	Igf1	Igf1r	0.0217940331074127	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Pericytes	Igf1	Igf1r	0.00325307965548478	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Pericytes	Igf1	Igf1r	0.0101596393433255	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Retinal ganglion cells	Igf1	Igf1r	0.00899489330073418	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Retinal ganglion cells	Igf1	Igf1r	0.0277523872538951	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Rods cell	Igf1	Igf1r	2.95534146822272e-06	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Rods cell	Igf1	Igf1r	9.29411951164397e-06	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Bipolar cells	Vascular endothelial cells	Igf1	Igf1r	0.0126783907084774	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Retinal ganglion cells	Vascular endothelial cells	Igf1	Igf1r	0.0387296523186993	0	IGF1_IGF1R	Igf1  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Bipolar cells	Igf2	Igf1r	0.00212064790249047	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Cones	Igf2	Igf1r	0.00488643166734787	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Microglia	Igf2	Igf1r	0.000167329120864565	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Müller glia	Igf2	Igf1r	0.00410999602495363	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Pericytes	Igf2	Igf1r	0.00189550154363716	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Retinal ganglion cells	Igf2	Igf1r	0.00525249773137887	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Rods cell	Igf2	Igf1r	1.71990990609025e-06	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Müller glia	Vascular endothelial cells	Igf2	Igf1r	0.00741676468620472	0	IGF2_IGF1R	Igf2  - Igf1r	IGF	Secreted Signaling	PMID: 14604834
Pericytes	Pericytes	Cxcl12	Ackr3	0.0178346421985152	0	CXCL12_ACKR3	Cxcl12  - Ackr3	CXCL	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Pericytes	Cxcl12	Ackr3	0.110413300096842	0	CXCL12_ACKR3	Cxcl12  - Ackr3	CXCL	Secreted Signaling	KEGG: mmu04060
Pericytes	Vascular endothelial cells	Cxcl12	Ackr3	0.00236641956754986	0	CXCL12_ACKR3	Cxcl12  - Ackr3	CXCL	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Vascular endothelial cells	Cxcl12	Ackr3	0.015954716557553	0	CXCL12_ACKR3	Cxcl12  - Ackr3	CXCL	Secreted Signaling	KEGG: mmu04060
Bipolar cells	Pericytes	Mif	Ackr3	0.135062163591269	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Cones	Pericytes	Mif	Ackr3	0.0805143260550305	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Microglia	Pericytes	Mif	Ackr3	0.0208441216626238	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Müller glia	Pericytes	Mif	Ackr3	0.125254978149906	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Pericytes	Pericytes	Mif	Ackr3	0.0212429578487501	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Retinal ganglion cells	Pericytes	Mif	Ackr3	0.115173446464451	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Rods cell	Pericytes	Mif	Ackr3	0.0291323871247034	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Vascular endothelial cells	Pericytes	Mif	Ackr3	0.0409949955498038	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Bipolar cells	Vascular endothelial cells	Mif	Ackr3	0.0199903346991869	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Cones	Vascular endothelial cells	Mif	Ackr3	0.0113091408651629	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Microglia	Vascular endothelial cells	Mif	Ackr3	0.0027731071175097	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Müller glia	Vascular endothelial cells	Mif	Ackr3	0.0183614104310131	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Pericytes	Vascular endothelial cells	Mif	Ackr3	0.002827166756247	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Retinal ganglion cells	Vascular endothelial cells	Mif	Ackr3	0.016719093306986	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Rods cell	Vascular endothelial cells	Mif	Ackr3	0.00390443291983075	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Vascular endothelial cells	Vascular endothelial cells	Mif	Ackr3	0.00555306152101376	0	MIF_ACKR3	Mif  - Ackr3	MIF	Secreted Signaling	PMID: 26175090
Vascular endothelial cells	Microglia	Cx3cl1	Cx3cr1	0.00405221375827839	0	CX3CL1_CX3CR1	Cx3cl1  - Cx3cr1	CX3C	Secreted Signaling	KEGG: mmu04060
Microglia	Bipolar cells	Il34	Csf1r	3.32486789161708e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Bipolar cells	Il34	Csf1r	1.41672921127064e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Cones	Il34	Csf1r	6.69091429441097e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Cones	Il34	Csf1r	2.85105970111708e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Cones	Il34	Csf1r	3.75596062942023e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Bipolar cells	Microglia	Il34	Csf1r	3.32486789161708e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Cones	Microglia	Il34	Csf1r	6.69091429441097e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Microglia	Il34	Csf1r	0.0271621377843244	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Microglia	Il34	Csf1r	0.000110715895122777	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Microglia	Il34	Csf1r	0.0117568630060353	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Microglia	Il34	Csf1r	9.03259280881733e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Rods cell	Microglia	Il34	Csf1r	1.66192216846583e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Microglia	Il34	Csf1r	0.000156697509224298	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Müller glia	Il34	Csf1r	0.000110715895122777	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Müller glia	Il34	Csf1r	4.3912933413405e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Müller glia	Il34	Csf1r	4.71782404353487e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Müller glia	Il34	Csf1r	3.58249906069146e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Müller glia	Il34	Csf1r	6.21533382992658e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Bipolar cells	Pericytes	Il34	Csf1r	1.71858758768777e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Cones	Pericytes	Il34	Csf1r	3.45857029747706e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Pericytes	Il34	Csf1r	0.00144105571646061	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
